"dbid"	"Name"	"Latitude"	"Longitude"	"Region"	"Image"	"Url"	"Description"	"PlantList"	"Address"
61	"McKinney Falls State Park"	30.180752	-97.722007	"BLACKLAND PRAIRIES
"	" https//tpwd.texas.gov/state-parks/mckinney-falls/gallery/McKinney-Falls-959_1_423.jpg"	"https//tpwd.texas.gov/state-parks/mckinney-falls"	" Listen to Onion Creek flowing over limestone ledges and splashing into pools. Follow trails winding through the Hill Country woods. Explore the remains of an early Texas homestead and a very old rock shelter. All of this lies within Austin��s city limits at McKinney Falls State Park - what are you waiting for?"	"[27, 32, 33, 35, 57, 60, 130, 163, 164, 209, 233, 245, 269, 279, 309, 310, 322, 325, 330, 401, 404, 427, 432, 446, 452, 455, 456, 467, 468, 475, 535, 573, 646, 657, 706, 712, 745]"	"N/A"
62	"Meridian State Park"	31.890791	-97.697566	"CROSS TIMBERS AND PRAIRIES
"	" https//tpwd.texas.gov/state-parks/meridian/gallery/meridian_sp-_mg_2819.jpg"	"https//tpwd.texas.gov/state-parks/meridian"	" Nestled among limestone bluffs at the top of the Hill Country, you��ll find a tranquil place to unwind with your family. We��re 50 miles northwest of Waco."	"[]"	"N/A"
63	"Mission Tejas State Park"	31.542272	-95.232191	"PINEYWOODS
"	" https//tpwd.texas.gov/state-parks/mission-tejas/gallery/mission-tejas_0689.jpg"	"https//tpwd.texas.gov/state-parks/mission-tejas"	" Activities include camping, picnicking, hiking and fishing. A pond located near the picnic area offers an excellent opportunity to explore aquatic life and fish. Hiking and nature trails provide access to the natural beauty of the East Texas Pineywoods. The dogwoods are beautiful the last week or so of March, usually around the 25th."	"[383, 600]"	"N/A"
64	"Monahans Sandhills State Park"	31.618795	-102.812112	"TRANS-PECOS
"	" https//tpwd.texas.gov/state-parks/monahans-sandhills/gallery/tommy-johnson_0173.jpg"	"https//tpwd.texas.gov/state-parks/monahans-sandhills"	" Out west lies a mystical place where the wind sculpts sand dunes into peaks and valleys, sometimes over�_night. Mon�_a�_hans Sandhills State Park offers a Texas-sized sand�_box for kids of all ages, as well as a close-up view of a unique desert environment."	"[]"	"N/A"
65	"Monument Hill & Kreische Brewery State Historic Sites"	29.888041	-96.876365	"POST OAK SAVANNAH
"	" https//tpwd.texas.gov/state-parks/monument-hill-kreische-brewery/gallery/monument-hill.jpg"	"https//tpwd.texas.gov/state-parks/monument-hill-kreische-brewery"	" The activities at this park include picnicking, nature study, and historical study. Arrangements can be made with the park staff to have weddings, family reunions, or other group functions in the picnic area and/or the historical facilities. Group tours by staff and volunteer docents are available with advanced scheduling, and regularly scheduled tours of the brewery are available on the weekends."	"[326]"	"N/A"
66	"Mother Neff State Park"	31.321559	-97.46915	"CROSS TIMBERS AND PRAIRIES
"	" https//tpwd.texas.gov/state-parks/mother-neff/gallery/couple-hiking-in-cave-at-mother-neff-sp.jpg"	"https//tpwd.texas.gov/state-parks/mother-neff"	" Along a scenic stretch of the Leon River southwest of Waco lies Mother Neff State Park, one of Texas�� earliest state parks. Isabella Neff donated the original six acres for the park in 1921. Since then, many folks have discovered what Mother Neff knew�� This is a very special place."	"[674]"	"N/A"
67	"Mustang Island State Park"	27.672162	-97.175309	"GULF PRAIRIES AND MARSHES
"	" https//tpwd.texas.gov/state-parks/mustang-island/gallery/mustangisland-168.jpg"	"https//tpwd.texas.gov/state-parks/mustang-island"	" With more than five miles of coastline, we have plenty of room for fun in the sun. Hang out on the beach, fish in the bay, add birds to your life list, and explore this unspoiled barrier island park. It��s time to head to the coast!"	"[374, 416, 454]"	"N/A"
68	"Palmetto State Park"	29.596906	-97.58514	"POST OAK SAVANNAH
"	" https//tpwd.texas.gov/state-parks/palmetto/gallery/palmetto-spr_u8e4159-opti.jpg"	"https//tpwd.texas.gov/state-parks/palmetto"	" A little piece of the tropics lies just an hour from Austin and San Antonio. With multiple sources of water (including the San Marcos River), Palmetto State Park is a haven for a wide variety of animals and plants. Look for dwarf palmettos, the park��s namesake, growing under the trees."	"[341]"	"N/A"
69	"Palo Duro Canyon State Park"	34.984709	-101.701867	"ROLLING PLAINS
"	" https//tpwd.texas.gov/state-parks/palo-duro-canyon/gallery/lighthouse-peak.jpg"	"https//tpwd.texas.gov/state-parks/palo-duro-canyon"	" The second largest canyon in the country lies in the heart of the Texas Panhandle. Visit Palo Duro Canyon State Park"	" experience the canyon's rugged beauty and enjoy its colorful history."	"[]"
70	"Pedernales Falls State Park"	30.308054	-98.257649	"EDWARDS PLATEAU
"	" https//tpwd.texas.gov/state-parks/pedernales-falls/gallery/spotted-towhee"	"https//tpwd.texas.gov/state-parks/pedernales-falls"	" Flowing over and around huge slabs of limestone, the Pedernales River can be turbulent. But most often it is tranquil, and a great place to relax and recharge. We are just 30 miles west of Austin. Come over for an afternoon swim or hike, or load up your gear for an overnight adventure. The river awaits!"	"[27, 32, 33, 35, 49, 57, 60, 163, 164, 309, 310, 322, 325, 330, 398, 404, 432, 446, 467, 468, 529, 573, 706, 745]"	"N/A"
71	"Possum Kingdom State Park"	32.873573	-98.559331	"CROSS TIMBERS AND PRAIRIES
"	" https//tpwd.texas.gov/state-parks/possum-kingdom/gallery/possum-kingdom_0125.jpg"	"https//tpwd.texas.gov/state-parks/possum-kingdom"	" How long since you��ve been to the lake? Grab your family, fishing pole and swimsuit and head for the clear blue water and striking scenery at Possum Kingdom State Park. We're just an hour west of the DFW Metroplex."	"[]"	"N/A"
72	"Purtis Creek State Park"	32.353794	-95.993554	"BLACKLAND PRAIRIES
"	" https//tpwd.texas.gov/state-parks/purtis-creek/gallery/fishing-pier-long-shot.jpg"	"https//tpwd.texas.gov/state-parks/purtis-creek"	" Our 355-acre lake is a bass fishing destination, but fishing is not all we offer. Come to swim, canoe, camp, explore nature or relax. We��re just an hour southeast of Dallas."	"[20, 93, 464, 495, 508, 723, 772]"	"N/A"
73	"Ray Roberts Lake State Park"	33.365671	-97.01215	"CROSS TIMBERS AND PRAIRIES
"	" https//tpwd.texas.gov/state-parks/ray-roberts-lake/gallery/ray-roberts_6862.jpg"	"https//tpwd.texas.gov/state-parks/ray-roberts-lake"	" Escape the bustle of the city and get back to nature just an hour north of the DFW Metroplex. Come play at Ray Roberts Lake State Park for the day or the weekend!"	"[28, 67, 68, 78, 86, 114, 145, 205, 285, 286, 290, 327, 443, 444, 474, 481, 520, 524, 550, 552, 561, 569, 575, 594, 609, 682, 774, 788]"	"N/A"
74	"Resaca de la Palma State Park"	25.996275	-97.5712694	"SOUTH TEXAS PLAINS
"	" https//tpwd.texas.gov/state-parks/resaca-de-la-palma/gallery/resaca-de-las-palmas-sp-_g4f6121.jpg"	"https//tpwd.texas.gov/state-parks/resaca-de-la-palma"	" ��As part of the World Birding Center, Brownsville��s Resaca de la Palma boasts the largest tract of native habitat in the World Birding Center network. Etched by ancient curves of the Rio Grande, its 1,200 semi-tropical acres provide a quiet retreat from the hustle and bustle of an international urban center only a few miles away. Through the cooperation of local��and federal land management agencies, a wilderness preserved from days gone by is open to nature adventurers for the first time."	"[41, 178, 687]"	"N/A"
75	"San Angelo State Park"	31.463922	-100.508038	"ROLLING PLAINS
"	" https//tpwd.texas.gov/state-parks/san-angelo/gallery/cliff-overlook.jpg"	"https//tpwd.texas.gov/state-parks/san-angelo"	" History and nature converge on the banks of O.C. Fisher Reservoir and the Concho River, near San Angelo. Ex�_plore on land, play in the water, and enjoy a look at Texas�� past."	"[]"	"N/A"
76	"San Jacinto Battleground State Historic Site"	29.751578	-95.089694	"GULF PRAIRIES AND MARSHES
"	" https//tpwd.texas.gov/state-parks/san-jacinto-battleground/gallery/967-1314_300.jpg"	"https//tpwd.texas.gov/state-parks/san-jacinto-battleground"	" In 1836, Texian troops surprised the Mexican army camped here. Shouting ���Remember the Alamo�� and ���Remember Goliad,�� the rebels routed the larger force in only 18 minutes. Walk in their footsteps, explore the museum, and enjoy a bird��s-eye view from the top of the monument. We��re just a short drive from Houston."	"[80, 197, 216, 275, 616, 692]"	"N/A"
77	"Sea Rim State Park"	29.675634	-94.043222	"GULF PRAIRIES AND MARSHES
"	" https//tpwd.texas.gov/state-parks/sea-rim/gallery/sea-rim_7279.jpg"	"https//tpwd.texas.gov/state-parks/sea-rim"	" At the far southeast corner of Texas lies a remote and unique coastal park. Sea Rim State Park has 5.2 miles of Gulf shoreline and 4,000 acres of marshlands."	"[735]"	"N/A"
78	"Seminole Canyon State Park & Historic Site"	29.700094	-101.312875	"EDWARDS PLATEAU
"	" https//tpwd.texas.gov/state-parks/seminole-canyon/gallery/seminole-caynon_7654.jpg"	"https//tpwd.texas.gov/state-parks/seminole-canyon"	" Early canyon dwellers left clues to their lives on the stone walls of Seminole Canyon. Their pictographs tell stories that we try to understand today. Come see this special place for yourself"	" we��re along the Rio Grande near Del Rio."	"[278, 412, 621, 697, 739, 742]"
79	"Sheldon Lake State Park & Environmental Learning Center"	29.857461	-95.160029	"GULF PRAIRIES AND MARSHES
"	" https//tpwd.texas.gov/state-parks/sheldon-lake/gallery/sheldon-kids.jpg"	"https//tpwd.texas.gov/state-parks/sheldon-lake"	" The primary activities at the lake unit are fishing and wildlife observation. Sheldon Lake is open every day to public fishing with appropriate licenses. Boats must not exceed headway speed while operating on the lake"	" they may be launched at the south boat ramp on Pineland Road. Bank fishing is permitted year-round."	"[80, 170, 197, 216, 218, 275, 616, 692]"
80	"South Llano River State Park"	30.445396	-99.804102	"EDWARDS PLATEAU
"	" https//tpwd.texas.gov/state-parks/south-llano-river/gallery/sllano-tubing_115.jpg"	"https//tpwd.texas.gov/state-parks/south-llano-river"	" South Llano River State Park provides refuge for wildlife and people on the southwestern edge of the Hill Country. Bring your hiking boots, water toys, camping gear, and sense of ad�_ven�_ture!"	"[]"	"N/A"
81	"Stephen F. Austin State Park"	29.811982	-96.108059	"GULF PRAIRIES AND MARSHES
"	" https//tpwd.texas.gov/state-parks/stephen-f-austin/gallery/sfa-hall_0838.jpg"	"https//tpwd.texas.gov/state-parks/stephen-f-austin"	" Stephen F. Austin chose this area as home base for es�_tab�_lishing Anglo-American colonies in Texas. Learn more of his story and enjoy a time-out in nature on the banks of the Brazos River. We��re just 50 minutes west of the outskirts of Houston."	"[423, 777]"	"N/A"
82	"Tyler State Park"	32.48218	-95.283396	"POST OAK SAVANNAH
"	" https//tpwd.texas.gov/state-parks/tyler/gallery/rv-long-shot-on-lake.jpg"	"https//tpwd.texas.gov/state-parks/tyler"	" Tyler State Park features a cool, 64-acre spring-fed lake, 100-foot tall trees, and historic structures. Play at the lake, wet a hook, wander through the woods, or relax with your binoculars. You will love this peaceful get-away in Northeast Texas!"	"[]"	"N/A"
83	"Village Creek State Park"	30.250499	-94.1787	"PINEYWOODS
"	" https//tpwd.texas.gov/state-parks/village-creek/gallery/villiage-creek-959_05_02.jpg"	"https//tpwd.texas.gov/state-parks/village-creek"	" Amazing diversity of both plants and wildlife makes Village Creek State Park a very special place. We��re 10 miles north of Beaumont on the edge of the Big Thicket. Come to camp, canoe, or just enjoy the quiet ��� you��ll be glad you did!"	"[136, 653, 672, 735]"	"N/A"
84	"Washington-on-the-Brazos State Historic Site"	30.323922	-96.153673	"BLACKLAND PRAIRIES
"	" https//tpwd.texas.gov/state-parks/washington-on-the-brazos/gallery/independence-hall-exhibit-final.jpg"	"https//tpwd.texas.gov/state-parks/washington-on-the-brazos"	" The picturesque Washington-on-the-Brazos State Historic Site is located on the Brazos River. The expansive park grounds along the Brazos River provide a beautiful setting for picnicking, sightseeing and bird-watching. The Star of the Republic Museum, Independence Hall and Barrington Living History Farm, offer the visitor a unique insight into the lives and times of the men who fought and won Texas' independence from Mexico."	"[423, 424, 539, 777]"	"N/A"
85	"Wyler Aerial Tramway"	31.80939	-106.478426	"TRANS-PECOS
"	" https//tpwd.texas.gov/state-parks/wyler-aerial-tramway/gallery/wyler-tram-_959.61_1.jpg"	"https//tpwd.texas.gov/state-parks/wyler-aerial-tramway"	" The Wyler Aerial Tramway at Franklin Mountains State Park features an aerial cable car situated on 195.742 acres of rugged mountain and rock formations on the east side of the Franklin Mountains."	"[12, 236, 319, 332, 471, 491, 690, 691, 714, 728, 749, 750]"	"N/A"
